Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17072026,1706432445,0003099
Trade Date <17-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2147,PNCINFRA,EQ,1851672,391153,21.12
20,2148,PNGJL,EQ,130571,71213,54.54
20,2149,PNGSREVA,EQ,28247,14277,50.54
20,2150,POCL,EQ,187726,106464,56.71
20,2151,PODDARMENT,EQ,28558,18639,65.27
20,2152,POKARNA,EQ,75628,32441,42.90
20,2153,POLICYBZR,EQ,2135708,1267232,59.34
20,2154,POLYCAB,EQ,727314,252978,34.78
20,2155,POLYMED,EQ,84070,36779,43.75
20,2156,POLYPLEX,EQ,46297,26862,58.02
20,2157,POLYSIL,SM,19000,15500,81.58
20,2158,PONNIERODE,EQ,6430,3528,54.87
20,2159,POONAWALLA,EQ,1447885,674836,46.61
20,2160,POSITRON,ST,5400,5100,94.44
20,2161,POWERGRID,EQ,10985155,6844826,62.31
20,2162,POWERICA,EQ,249538,114448,45.86
20,2163,POWERINDIA,EQ,137304,49123,35.78
20,2164,POWERMECH,EQ,69627,30141,43.29
20,2165,PPLPHARMA,EQ,6700414,3133605,46.77
20,2166,PPSL,ST,72000,72000,100.00
20,2167,PRABHA,EQ,13704,10464,76.36
20,2168,PRAENG,EQ,39873,31553,79.13
20,2169,PRAJIND,EQ,434000,230399,53.09
20,2170,PRAKASH,EQ,327344,177459,54.21
20,2171,PRAKASHSTL,EQ,56788,42541,74.91
20,2172,PRAMARA,SM,18500,16000,86.49
20,2173,PRANIK,SM,43200,43200,100.00
20,2174,PRATHAM,SM,2800,2000,71.43
20,2175,PRAVEG,EQ,132892,34103,25.66
20,2176,PRECAM,EQ,77892,38449,49.36
20,2177,PRECISION,SM,20000,20000,100.00
20,2178,PRECOT,EQ,11523,6896,59.85
20,2179,PRECWIRE,EQ,211265,124515,58.94
20,2180,PREMCO,EQ,419,389,92.84
20,2181,PREMEXPLN,EQ,427632,322484,75.41
20,2182,PREMIERENE,EQ,1096921,606460,55.29
20,2183,PREMIERPOL,EQ,2859127,581616,20.34
20,2184,PREMIUM,SM,6000,3000,50.00
20,2185,PRESSTONIC,SM,32800,32000,97.56
20,2186,PRESTIGE,EQ,1057341,669235,63.29
20,2187,PRICOLLTD,EQ,387769,231854,59.79
20,2188,PRIMECAB,ST,81600,78400,96.08
20,2189,PRIMESECU,EQ,11514,7662,66.55
20,2190,PRIMO,EQ,54178,27085,49.99
20,2191,PRINCEPIPE,EQ,122117,70872,58.04
20,2192,PRITIKA,SM,36000,12000,33.33
20,2193,PRIVISCL,EQ,48352,21590,44.65
20,2194,PRIZOR,ST,8000,8000,100.00
20,2195,PRLIND,SM,22000,16000,72.73
20,2196,PROFX,SM,8000,6400,80.00
20,2197,PROLIFE,SM,1500,1500,100.00
20,2198,PROSTARM,EQ,145339,73718,50.72
20,2199,PROTEAN,EQ,121705,63522,52.19
20,2200,PROV,SM,2160,2080,96.30
20,2201,PROZONER,EQ,167616,80109,47.79
20,2202,PRSMJOHNSN,EQ,124866,81583,65.34
20,2203,PRUDENT,EQ,13812,6892,49.90
20,2204,PSB,EQ,1175775,423188,35.99
20,2205,PSPPROJECT,EQ,48999,24771,50.55
20,2206,PSRAJ,ST,1000,1000,100.00
20,2207,PSUBANK,EQ,79673,39301,49.33
20,2208,PSUBANKADD,EQ,88241,78071,88.47
20,2209,PSUBNKBEES,EQ,1059809,604355,57.02
20,2210,PSUBNKIETF,EQ,108647,51198,47.12
20,2211,PTC,EQ,544525,312037,57.30
20,2212,PTCIL,EQ,36937,11818,32.00
20,2213,PTL,EQ,20658,16387,79.33
20,2214,PULZ,SM,12000,10000,83.33
20,2215,PUNJABCHEM,EQ,10614,4994,47.05
20,2216,PURPLEUTED,ST,24750,23000,92.93
20,2217,PURVA,EQ,284761,110360,38.76
20,2218,PURVFLEXI,ST,800,800,100.00
20,2219,PUSHPA,SM,54000,52000,96.30
20,2220,PVP,EQ,127827,81751,63.95
20,2221,PVRINOX,EQ,150358,85952,57.16
20,2222,PVSL,EQ,29096,14955,51.40
20,2223,PVTBANIETF,EQ,4079235,2676164,65.60
20,2224,PVTBANKADD,EQ,15194706,14942005,98.34
20,2225,PVTBKGROWW,EQ,47030,32353,68.79
20,2226,PWL,EQ,14377520,2622297,18.24
20,2227,PYRAMID,EQ,66158,48248,72.93
20,2228,QGOLDHALF,EQ,172803,100188,57.98
20,2229,QLINE,SM,178800,123200,68.90
20,2230,QMSMEDI,EQ,11807,5197,44.02
20,2231,QNIFTY,EQ,1451,1178,81.19
20,2232,QUADFUTURE,EQ,292572,124737,42.63
20,2233,QUAL30IETF,EQ,56112,41183,73.39
20,2234,QUALITY30,EQ,26066,16588,63.64
20,2235,QUESS,EQ,258245,100377,38.87
20,2236,QUESTLAB,SM,128400,121200,94.39
20,2237,QUICKTOUCH,SM,500,500,100.00
20,2238,QUINT,EQ,1244,258,20.74
20,2239,QVCEL,SM,3200,3200,100.00
20,2240,RACE,EQ,5223,5064,96.96
20,2241,RACLGEAR,EQ,56324,16736,29.71
20,2242,RADAAN,EQ,7491,5218,69.66
20,2243,RADHIKAJWE,EQ,760123,133689,17.59
20,2244,RADIANTCMS,EQ,60634,31998,52.77
20,2245,RADICO,EQ,261239,133510,51.11
20,2246,RADIOCITY,EQ,33980,30047,88.43
20,2247,RAILTEL,EQ,384502,185601,48.27
20,2248,RAIN,EQ,5026621,2124253,42.26
20,2249,RAINBOW,EQ,55868,26825,48.01
20,2250,RAJINDLTD,SM,84000,81000,96.43
20,2251,RAJMET,EQ,200888,169285,84.27
20,2252,RAJPALAYAM,EQ,592,351,59.29
20,2253,RAJPUTANA,SM,30500,26000,85.25
20,2254,RAJRATAN,EQ,126970,65651,51.71
20,2255,RAJSREESUG,EQ,44510,26018,58.45
20,2256,RAJTV,EQ,6336,4528,71.46
20,2257,RALLIS,EQ,1098970,618092,56.24
20,2258,RAMANEWS,EQ,3780,2570,67.99
20,2259,RAMAPHO,EQ,7041,5412,76.86
20,2260,RAMBHAJO,EQ,1189889,528390,44.41
20,2261,RAMCOCEM,EQ,53810,21239,39.47
20,2262,RAMCOIND,EQ,211771,99636,47.05
20,2263,RAMCOSYS,EQ,988353,222292,22.49
20,2264,RAMKY,EQ,52180,35576,68.18
20,2265,RAMRAT,EQ,392531,137070,34.92
20,2266,RANASUG,EQ,131466,72117,54.86
20,2267,RANEHOLDIN,EQ,8638,3949,45.72
20,2268,RAPPID,SM,276000,240000,86.96
20,2269,RATEGAIN,EQ,402406,209403,52.04
20,2270,RATNAMANI,EQ,9666,5430,56.18
20,2271,RATNAVEER,EQ,925451,346921,37.49
20,2272,RAYMOND,EQ,431397,165050,38.26
20,2273,RAYMONDLSL,EQ,89978,50757,56.41
20,2274,RAYMONDREL,EQ,446616,158474,35.48
20,2275,RBA,EQ,5446652,3046231,55.93
20,2276,RBLBANK,EQ,4268755,1715237,40.18
20,2277,RBMINFRA,SM,17400,11400,65.52
20,2278,RBS,ST,2400,2400,100.00
20,2279,RBZJEWEL,EQ,122447,52724,43.06
20,2280,RCDL,SM,12000,9000,75.00
20,2281,RCF,EQ,696329,273204,39.23
20,2282,READYMIX,SM,43000,22000,51.16
20,2283,RECLTD,EQ,7268772,4090898,56.28
20,2284,REDINGTON,EQ,1289125,585848,45.45
20,2285,REDTAPE,EQ,2558115,417750,16.33
20,2286,REFEX,EQ,579208,278900,48.15
20,2287,REFRACTORY,SM,4000,2000,50.00
20,2288,REGENCERAM,EQ,2362,1842,77.98
20,2289,RELAXO,EQ,35746124,2168352,6.07
20,2290,RELCHEMQ,EQ,1539,1032,67.06
20,2291,RELIABLE,EQ,26018,11146,42.84
20,2292,RELIANCE,EQ,18302218,11508344,62.88
20,2293,RELIGARE,EQ,639695,312808,48.90
20,2294,RELTD,EQ,367203,176737,48.13
20,2295,REMSONSIND,EQ,49563,24822,50.08
20,2296,REMUS,SM,3300,1800,54.55
20,2297,RENUKA,EQ,3636339,1151153,31.66
20,2298,REPCOHOME,EQ,51775,27794,53.68
20,2299,REPRO,EQ,3831,2434,63.53
20,2300,RESPONIND,EQ,27832498,953188,3.42
20,2301,RETAIL,EQ,276,219,79.35
20,2302,REXPRO,SM,75000,74000,98.67
20,2303,RFBL,ST,66000,57000,86.36
20,2304,RGL,EQ,529775,382675,72.23
20,2305,RHETAN,EQ,15632169,2140291,13.69
20,2306,RHIM,EQ,407771,164321,40.30
20,2307,RHL,EQ,18289,14762,80.72
20,2308,RICHA,ST,1000,1000,100.00
20,2309,RICOAUTO,EQ,2337126,503134,21.53
20,2310,RIIL,EQ,48954,14025,28.65
20,2311,RIIT,IV,53709,51214,95.35
20,2312,RILINFRA,SM,12800,8800,68.75
20,2313,RIR,EQ,253210,125778,49.67
20,2314,RISHABH,EQ,288715,152255,52.74
20,2315,RITCO,EQ,247683,73858,29.82
20,2316,RITES,EQ,469360,163197,34.77
20,2317,RKDL,EQ,5596,4253,76.00
20,2318,RKEC,EQ,11281,6797,60.25
20,2319,RKFORGE,EQ,2114437,1121364,53.03
20,2320,RKSWAMY,EQ,13660,7513,55.00
20,2321,RMC,EQ,8991,5454,60.66
20,2322,RMDRIP,EQ,1291693,164234,12.71
20,2323,RML,EQ,23745,12651,53.28
20,2324,RNBDENIMS,EQ,204978,174929,85.34
20,2325,RNFI,SM,17400,14400,82.76
20,2326,RNPL,SM,6000,4800,80.00
20,2327,ROCKINGDCE,SM,1250,1250,100.00
20,2328,ROHLTD,EQ,6980,4131,59.18
20,2329,ROLEXRINGS,EQ,1508407,530398,35.16
20,2330,ROML,EQ,8618,5555,64.46
20,2331,ROSSARI,EQ,72267,38742,53.61
20,2332,ROSSELLIND,EQ,135546,71263,52.57
20,2333,ROSSTECH,EQ,92135,38366,41.64
20,2334,ROTO,EQ,305235,146962,48.15
20,2335,ROUTE,EQ,167441,73475,43.88
20,2336,ROXHITECH,ST,11200,11200,100.00
20,2337,ROYALARC,SM,2400,2400,100.00
20,2338,RPEL,EQ,74982,37410,49.89
20,2339,RPGLIFE,EQ,16931,8440,49.85
20,2340,RPOWER,EQ,15894598,4738936,29.81
20,2341,RPPINFRA,EQ,22404,13782,61.52
20,2342,RPPL,EQ,110817,23273,21.00
20,2343,RPSGVENT,EQ,15831,11343,71.65
20,2344,RPTECH,EQ,689322,362839,52.64
20,2345,RRIL,EQ,16959,10997,64.84
20,2346,RRKABEL,EQ,408370,175134,42.89
20,2347,RSDFIN,EQ,1984,1519,76.56
20,2348,RSL,EQ,48039,24103,50.17
20,2349,RSYSTEMS,EQ,281291,127813,45.44
20,2350,RTL,SM,6000,4000,66.67
20,2351,RTNINDIA,EQ,767815,378368,49.28
20,2352,RTNPOWER,EQ,8396738,3649199,43.46
20,2353,RUBFILA,EQ,13722,11378,82.92
20,2354,RUBICON,EQ,214186,103962,48.54
20,2355,RUCHINFRA,EQ,13901,11730,84.38
20,2356,RUCHIRA,EQ,13659,9240,67.65
20,2357,RUPA,EQ,81566,42707,52.36
20,2358,RUSHIL,EQ,449563,192411,42.80
20,2359,RUSTOMJEE,EQ,28781,16984,59.01
20,2360,RVHL,EQ,10195,5024,49.28
20,2361,RVNL,EQ,3890424,1419611,36.49
20,2362,RVTH,EQ,142,133,93.66
20,2363,S&SPOWER,EQ,10603,8769,82.70
20,2364,SAAKSHI,ST,7800,7200,92.31
20,2365,SAATVIKGL,EQ,88866,36860,41.48
20,2366,SABAR,SM,30000,30000,100.00
20,2367,SABEVENTS,EQ,135432,93145,68.78
20,2368,SACHEEROME,SM,48300,30900,63.98
20,2369,SADBHAV,EQ,222683,141656,63.61
20,2370,SADHAV,SM,8400,4800,57.14
20,2371,SAFARI,EQ,14201,7547,53.14
20,2372,SAFEENTP,SM,33500,22000,65.67
20,2373,SAGARDEEP,EQ,1401,727,51.89
20,2374,SAGCEM,EQ,71739,35322,49.24
20,2375,SAGILITY,EQ,26278007,9893437,37.65
20,2376,SAHAJSOLAR,SM,1600,1200,75.00
20,2377,SAHANA,SM,41125,31750,77.20
20,2378,SAHASRA,ST,16400,14800,90.24
20,2379,SAHLIBHFI,EQ,2419,1961,81.07
20,2380,SAHYADRI,EQ,1821,1262,69.30
20,2381,SAIFL,SM,100000,76000,76.00
20,2382,SAIL,EQ,14464071,4822668,33.34
20,2383,SAILIFE,EQ,201171,101237,50.32
20,2384,SAIPARENT,EQ,188764,106779,56.57
20,2385,SAJHOTELS,SM,42000,22000,52.38
20,2386,SAKAR,EQ,128085,57278,44.72
20,2387,SAKHTISUG,EQ,162039,76314,47.10
20,2388,SAKSOFT,EQ,1040611,203466,19.55
20,2389,SALASAR,EQ,2599251,1187391,45.68
20,2390,SALONA,EQ,130,87,66.92
20,2391,SALZERELEC,EQ,46327,25216,54.43
20,2392,SAMBHAAV,EQ,9968,4678,46.93
20,2393,SAMBHV,EQ,891815,422336,47.36
20,2394,SAMHI,EQ,823449,428130,51.99
20,2395,SAMMAANCAP,EQ,8794952,4780611,54.36
20,2396,SAMPANN,EQ,25490,19080,74.85
20,2397,SANATHAN,EQ,22153,13781,62.21
20,2398,SANDESH,EQ,182,132,72.53
20,2399,SANDHAR,EQ,152642,72958,47.80
20,2400,SANDUMA,EQ,809518,427505,52.81
20,2401,SANGAMIND,EQ,126648,62056,49.00
20,2402,SANGANI,SM,1500,1500,100.00
20,2403,SANGHVIMOV,EQ,331339,153290,46.26
20,2404,SANOFI,EQ,12904,6696,51.89
20,2405,SANOFICONR,EQ,2177,953,43.78
20,2406,SANSERA,EQ,246308,184468,74.89
20,2407,SANSTAR,EQ,158738,76714,48.33
20,2408,SAPPHIRE,EQ,398682,257303,64.54
20,2409,SAPPL,EQ,678,670,98.82
20,2410,SARDAEN,EQ,188976,114164,60.41
20,2411,SAREGAMA,EQ,341267,91962,26.95
20,2412,SARLAPOLY,EQ,61999,33388,53.85
20,2413,SAROJA,SM,6400,3200,50.00
20,2414,SARTELE,SM,24500,16500,67.35
20,2415,SASKEN,EQ,22700,13089,57.66
20,2416,SATECH,SM,8000,5000,62.50
20,2417,SATIA,EQ,282540,151066,53.47
20,2418,SATIN,EQ,355578,174469,49.07
20,2419,SATIPOLY,ST,3500,3500,100.00
20,2420,SATKARTAR,ST,89600,89600,100.00
20,2421,SATTVAENGG,SM,64000,54400,85.00
20,2422,SAURASHCEM,EQ,1140269,296101,25.97
20,2423,SAWALIYA,SM,7800,7200,92.31
20,2424,SBC,EQ,8531196,3408377,39.95
20,2425,SBCL,EQ,296025,167841,56.70
20,2426,SBFC,EQ,472214,245613,52.01
20,2427,SBGLP,EQ,17684,13505,76.37
20,2428,SBIBPB,EQ,38391,22871,59.57
20,2429,SBICARD,EQ,3722822,2262478,60.77
20,2430,SBIETFCON,EQ,1663,1161,69.81
20,2431,SBIETFIT,EQ,12377,9779,79.01
20,2432,SBIETFPB,EQ,38703,33651,86.95
20,2433,SBIETFQLTY,EQ,1599,1258,78.67
20,2434,SBILIFE,EQ,1025533,636243,62.04
20,2435,SBILIQETF,EQ,19943,19450,97.53
20,2436,SBIMIDMOM,EQ,62869,60323,95.95
20,2437,SBIN,EQ,8452780,4484419,53.05
20,2438,SBINEQWETF,EQ,11853,9859,83.18
20,2439,SBINMID150,EQ,46967,45814,97.55
20,2440,SBISILVER,EQ,849300,340470,40.09
20,2441,SBISMLETF,EQ,15119,14727,97.41
20,2442,SBIVALETF,EQ,8124,7346,90.42
20,2443,SCANSTL,EQ,94066,62112,66.03
20,2444,SCHAEFFLER,EQ,77546,62137,80.13
20,2445,SCHAND,EQ,13635,8319,61.01
20,2446,SCHNEIDER,EQ,223591,130077,58.18
20,2447,SCI,EQ,1587449,628074,39.56
20,2448,SCILAL,EQ,183476,117612,64.10
20,2449,SCL01825,N6,600,220,36.67
20,2450,SCLZC26,NB,60,60,100.00
20,2451,SCML,SM,1000,1000,100.00
20,2452,SCODATUBES,EQ,126398,69669,55.12
20,2453,SCPL,EQ,68089,39359,57.81
20,2454,SDBL,EQ,324668,201341,62.01
20,2455,SDREAMS,SM,1000,1000,100.00
20,2456,SEAMECLTD,EQ,59016,39202,66.43
20,2457,SECMARK,EQ,1066,714,66.98
20,2458,SECURKLOUD,EQ,12548,8347,66.52
20,2459,SEDEMAC,EQ,80624,26937,33.41
20,2460,SEIL,EQ,439610,313986,71.42
20,2461,SEL,ST,3400,3400,100.00
20,2462,SELECTIPO,EQ,117280,101594,86.63
20,2463,SELLOWRAP,SM,9600,8000,83.33
20,2464,SELMC,EQ,9598,5330,55.53
20,2465,SENCO,EQ,883913,307523,34.79
20,2466,SENORES,EQ,237423,102026,42.97
20,2467,SENSEXADD,EQ,2772,2726,98.34
20,2468,SENSEXAXIS,EQ,1923,1707,88.77
20,2469,SENSEXBETA,EQ,10172,8103,79.66
20,2470,SENSEXETF,EQ,64467,60609,94.02
20,2471,SENSEXIETF,EQ,15037,13040,86.72
20,2472,SEPC,EQ,14812780,5116213,34.54
20,2473,SERVICE,SM,34000,10000,29.41
20,2474,SERVOTECH,EQ,2800913,507935,18.13
20,2475,SESHAPAPER,EQ,25933,18321,70.65
20,2476,SETF10GILT,EQ,2438,1759,72.15
20,2477,SETFGOLD,EQ,3628053,1223976,33.74
20,2478,SETFNIF50,EQ,815448,559648,68.63
20,2479,SETFNIFBK,EQ,31260,25465,81.46
20,2480,SETFNN50,EQ,15336,8043,52.45
20,2481,SETL,EQ,393717,234431,59.54
20,2482,SFL,EQ,219810,98943,45.01
20,2483,SFLZC26A,ZC,43,43,100.00
20,2484,SFML,SM,22400,19200,85.71
20,2485,SGBAPR28I,GB,215,153,71.16
20,2486,SGBAUG27,GB,18,18,100.00
20,2487,SGBAUG28V,GB,2865,1881,65.65
20,2488,SGBAUG29V,GB,344,228,66.28
20,2489,SGBAUG30,GB,80,67,83.75
20,2490,SGBD29VIII,GB,92,65,70.65
20,2491,SGBDE30III,GB,220,158,71.82
20,2492,SGBDE31III,GB,1421,1007,70.87
20,2493,SGBDEC26,GB,2,1,50.00
20,2494,SGBFEB27,GB,10,8,80.00
20,2495,SGBFEB28IX,GB,8,7,87.50
20,2496,SGBFEB29XI,GB,86,86,100.00
20,2497,SGBFEB32IV,GB,1409,831,58.98
20,2498,SGBJ28VIII,GB,43,36,83.72
20,2499,SGBJAN27,GB,14,13,92.86
20,2500,SGBJAN29IX,GB,204,197,96.57
20,2501,SGBJAN29X,GB,51,45,88.24
20,2502,SGBJAN30IX,GB,222,172,77.48
20,2503,SGBJU29III,GB,66,45,68.18
20,2504,SGBJUL27,GB,163,162,99.39
20,2505,SGBJUL28IV,GB,270,264,97.78
20,2506,SGBJUL29IV,GB,795,700,88.05
20,2507,SGBJUN27,GB,9,9,100.00
20,2508,SGBJUN28,GB,38,32,84.21
20,2509,SGBJUN29II,GB,218,171,78.44
20,2510,SGBJUN30,GB,270,212,78.52
20,2511,SGBJUN31I,GB,468,350,74.79
20,2512,SGBMAR28X,GB,35,31,88.57
20,2513,SGBMAR30X,GB,51,36,70.59
20,2514,SGBMAR31IV,GB,262,255,97.33
20,2515,SGBMAY28,GB,155,138,89.03
20,2516,SGBMAY29I,GB,355,291,81.97
20,2517,SGBMR29XII,GB,254,167,65.75
20,2518,SGBN28VIII,GB,188,164,87.23
20,2519,SGBNV29VII,GB,166,128,77.11
20,2520,SGBOC28VII,GB,147,85,57.82
20,2521,SGBOCT27,GB,40,31,77.50
20,2522,SGBOCT27VI,GB,6,6,100.00
20,2523,SGBSEP27,GB,17,11,64.71
20,2524,SGBSEP28VI,GB,126,65,51.59
20,2525,SGBSEP29VI,GB,235,167,71.06
20,2526,SGBSEP31II,GB,1025,808,78.83
20,2527,SGFIN,EQ,294638,138506,47.01
20,2528,SGIL,EQ,4354,3478,79.88
20,2529,SGL,EQ,6538,4444,67.97
20,2530,SGMART,EQ,890327,351237,39.45
20,2531,SHADOWFAX,EQ,7760317,3557512,45.84
20,2532,SHAH,EQ,1304521,1089907,83.55
20,2533,SHAHALLOYS,EQ,21167,11684,55.20
20,2534,SHAILY,EQ,175676,77975,44.39
20,2535,SHAKTIPUMP,EQ,440843,160272,36.36
20,2536,SHALBY,EQ,50676,25157,49.64
20,2537,SHALPAINTS,EQ,90359,54812,60.66
20,2538,SHANKARA,EQ,310635,143387,46.16
20,2539,SHANTHALA,SM,2400,2400,100.00
20,2540,SHANTI,EQ,17633,16906,95.88
20,2541,SHANTIGEAR,EQ,16131,10461,64.85
20,2542,SHANTIGOLD,EQ,261731,135515,51.78
20,2543,SHARDACROP,EQ,86631,46165,53.29
20,2544,SHARDAMOTR,EQ,39173,27296,69.68
20,2545,SHAREINDIA,EQ,5547369,716206,12.91
20,2546,SHARIABEES,EQ,5937,3536,59.56
20,2547,SHBAJRG,EQ,2531,2052,81.07
20,2548,SHEETAL,SM,11500,8500,73.91
20,2549,SHERA,ST,30000,26000,86.67
20,2550,SHETHJI,ST,28000,26000,92.86
20,2551,SHIGAN,SM,12000,6000,50.00
20,2552,SHILCTECH,EQ,9211,4343,47.15
20,2553,SHILPAMED,EQ,484523,246500,50.87
20,2554,SHINDL,EQ,168367,44710,26.56
20,2555,SHIVASHRIT,SM,2000,2000,100.00
20,2556,SHIVATEX,EQ,10110,3049,30.16
20,2557,SHIVAUM,EQ,2369,2358,99.54
20,2558,SHK,EQ,176892,115705,65.41
20,2559,SHKSIL,SM,8000,8000,100.00
20,2560,SHOPERSTOP,EQ,77962,30037,38.53
20,2561,SHRADHA,EQ,714569,118847,16.63
20,2562,SHREDIGCEM,EQ,47673,24425,51.23
20,2563,SHREECEM,EQ,12749,7004,54.94
20,2564,SHREEDHAR,SM,258000,214000,82.95
20,2565,SHREEJISPG,EQ,789357,310399,39.32
20,2566,SHREEKARNI,SM,600,600,100.00
20,2567,SHREEOSFM,SM,32000,25000,78.13
20,2568,SHREEPUSHK,EQ,61504,30548,49.67
20,2569,SHREERAMA,EQ,19508,14244,73.02
20,2570,SHREMINVIT,IV,25000,25000,100.00
20,2571,SHREYANIND,EQ,6962,4635,66.58
20,2572,SHRIAHIMSA,ST,12600,12000,95.24
20,2573,SHRIKRISH,EQ,1531,1467,95.82
20,2574,SHRINGARMS,EQ,535225,179859,33.60
20,2575,SHRIPISTON,EQ,42047,22913,54.49
20,2576,SHRIRAMFIN,EQ,3328041,1840991,55.32
20,2577,SHRIRAMPPS,EQ,330194,150350,45.53
20,2578,SHRITECH,SM,2000,2000,100.00
20,2579,SHUBHLAXMI,SM,3000,3000,100.00
20,2580,SHYAMDHANI,ST,2000,2000,100.00
20,2581,SHYAMMETL,EQ,220511,115449,52.36
20,2582,SICAGEN,EQ,10924,7904,72.35
20,2583,SICALLOG,EQ,37451,22061,58.91
20,2584,SIDDHIKA,SM,500,500,100.00
20,2585,SIEMENS,EQ,339615,145428,42.82
20,2586,SIGIND,EQ,3895,2572,66.03
20,2587,SIGMA,EQ,46457,22223,47.84
20,2588,SIGNATURE,EQ,653155,163030,24.96
20,2589,SIGNORIA,ST,9000,9000,100.00
20,2590,SIGNPOST,EQ,210762,128125,60.79
20,2591,SIKA,EQ,48265,19501,40.40
20,2592,SIKKO,EQ,908759,607175,66.81
20,2593,SIL,EQ,20638,17807,86.28
20,2594,SILGO,EQ,140664,14819,10.54
20,2595,SILINV,EQ,3538,2375,67.13
20,2596,SILKFLEX,ST,13000,12000,92.31
20,2597,SILKY,SM,87200,62400,71.56
20,2598,SILLYMONKS,EQ,8413,7404,88.01
20,2599,SILVER,EQ,1268042,407878,32.17
20,2600,SILVER1,EQ,4591449,1441869,31.40
20,2601,SILVER360,EQ,12828,6936,54.07
20,2602,SILVERADD,EQ,773157,335196,43.35
20,2603,SILVERAG,EQ,611098,285000,46.64
20,2604,SILVERAXIS,EQ,310065,81972,26.44
20,2605,SILVERBEES,EQ,25255988,9477984,37.53
20,2606,SILVERBETA,EQ,788430,395779,50.20
20,2607,SILVERBND,EQ,57422,44837,78.08
20,2608,SILVERCASE,EQ,9581341,2226807,23.24
20,2609,SILVERIETF,EQ,5292240,2885882,54.53
20,2610,SILVERTUC,EQ,583223,239106,41.00
20,2611,SIMCA,SM,25800,19800,76.74
20,2612,SIMPLEXINF,EQ,16333,12909,79.04
20,2613,SINCLAIR,EQ,22903,12785,55.82
20,2614,SINDHUTRAD,EQ,496221,233867,47.13
20,2615,SINGERIND,EQ,24514,16674,68.02
20,2616,SINTERCOM,EQ,75516,73480,97.30
20,2617,SIRCA,EQ,463874,201019,43.33
20,2618,SIS,EQ,172589,101570,58.85
20,2619,SIYSIL,EQ,39213,20824,53.10
20,2620,SJLOGISTIC,SM,33250,20750,62.41
20,2621,SJS,EQ,95491,59594,62.41
20,2622,SJVN,EQ,1673666,922256,55.10
20,2623,SKFINDIA,EQ,72344,39794,55.01
20,2624,SKFINDUS,EQ,19317,11356,58.79
20,2625,SKIPPER,EQ,1021989,407745,39.90
20,2626,SKMEGGPROD,EQ,419688,170727,40.68
20,2627,SKP,SM,4500,3000,66.67
20,2628,SKYGOLD,EQ,804246,348708,43.36
20,2629,SLONE,ST,3600,3600,100.00
20,2630,SMALL250,EQ,418210,334855,80.07
20,2631,SMALLADD,EQ,7802,6480,83.06
20,2632,SMALLCAP,EQ,2595992,1586019,61.09
20,2633,SMALLGROWW,EQ,6490,4162,64.13
20,2634,SMALLIETF,EQ,104237,72501,69.55
20,2635,SMARTEN,ST,9600,9600,100.00
20,2636,SMARTWORKS,EQ,29145,16040,55.04
20,2637,SMCGLOBAL,EQ,778427,335268,43.07
20,2638,SML100CASE,EQ,1627959,752294,46.21
20,2639,SMLMAH,EQ,56706,20952,36.95
20,2640,SMLT,EQ,2561,1696,66.22
20,2641,SMSPHARMA,EQ,119883,61256,51.10
20,2642,SMVD,SM,4040,4040,100.00
20,2643,SNEHAA,ST,14000,14000,100.00
20,2644,SNOWMAN,EQ,101079,63902,63.22
20,2645,SNXT30BEES,EQ,2612,2355,90.16
20,2646,SNXT50BETA,EQ,8671,3640,41.98
20,2647,SOBHA,EQ,104334,42905,41.12
20,2648,SOCL,ST,16000,14400,90.00
20,2649,SOLARA,EQ,135987,74966,55.13
20,2650,SOLARINDS,EQ,96644,27063,28.00
20,2651,SOLARWORLD,EQ,165969,67629,40.75
20,2652,SOLEX,EQ,17380,9435,54.29
20,2653,SOMANYCERA,EQ,35457,21159,59.68
20,2654,SOMATEX,EQ,11063,7149,64.62
20,2655,SOMICONVEY,EQ,40884,7863,19.23
20,2656,SONACOMS,EQ,4862624,1696548,34.89
20,2657,SONAMAC,ST,8000,8000,100.00
20,2658,SONAMLTD,EQ,32211,15286,47.46
20,2659,SONATSOFTW,EQ,1145868,402408,35.12
20,2660,SONUINFRA,ST,3000,3000,100.00
20,2661,SOTL,EQ,128386,51982,40.49
20,2662,SOUTHBANK,EQ,16100153,5592287,34.73
20,2663,SOUTHWEST,EQ,123702,62140,50.23
20,2664,SPAL,EQ,159205,75921,47.69
20,2665,SPANDANA,EQ,237293,101700,42.86
20,2666,SPARC,EQ,2779418,910997,32.78
20,2667,SPCENET,EQ,623079,387072,62.12
20,2668,SPCL,SM,11400,7200,63.16
20,2669,SPCON,SM,14400,13200,91.67
20,2670,SPECIALITY,EQ,12145,6981,57.48
20,2671,SPECTRUM,EQ,18260,9044,49.53
20,2672,SPECTSTM,ST,8000,6400,80.00
20,2673,SPENCERS,EQ,42641,18704,43.86
20,2674,SPIC,EQ,226086,116296,51.44
20,2675,SPLIL,EQ,2998,2128,70.98
20,2676,SPLPETRO,EQ,77918,47218,60.60
20,2677,SPMLINFRA,EQ,274172,130245,47.50
20,2678,SPORTKING,EQ,311698,179919,57.72
20,2679,SPRL,SM,800,800,100.00
